Tiêu đề,Giá,Diện tích,Giá/m²,Phòng ngủ,WC,Địa điểm
Bán nhà Tân Hương khu vực kinh doanh mua bán sôi động 100m² giá chỉ 7.699 Tỷ,"7,7 tỷ",100 m²,"76,99 tr/m²",3 Phòng ngủ,3 WC,"Tân Phú, Hồ Chí Minh"
"Bán nhà trung tâm Phú Thượng, đường ô tô tránh, ô tô 7 chỗ vào nhà, view sân chơi thoáng vĩnh viễn","16,2 tỷ",70 m²,"231,43 tr/m²",8 Phòng ngủ,8 WC,"Tây Hồ, Hà Nội"
"Hàng hiếm tại Lý Sơn 250m2 rẻ nhất khu vực đất thổ cư, vị trí siêu đẹp","2,95 tỷ",250 m²,"11,8 tr/m²",,,"Lý Sơn, Quảng Ngãi"
"Bán nhà chính chủ HXH 1465 Lê Văn Lương, Nhơn Đức, Nhà Bè","1,95 tỷ",40 m²,"48,75 tr/m²",2 Phòng ngủ,3 WC,"Nhà Bè, Hồ Chí Minh"
"Nhà phân lô, 7 tầng, thang máy Kim Đồng. Gần phố, ô tô tránh, dừng đỗ, vào nhà","21,85 tỷ",55 m²,"397,27 tr/m²",5 Phòng ngủ,5 WC,"Hoàng Mai, Hà Nội"
"Bán nhà DTSD:73.8m², Trệt+1Lau, 2PN,2WC, Ngay Cầu Số 2, Lương Văn Can P15,Q8","2,78 tỷ","36,9 m²","75,34 tr/m²",2 Phòng ngủ,3 WC,"Quận 8, Hồ Chí Minh"
"Chính Chủ Cần Bán Nhà Hẻm 1/ Bùi Thị Xuân 28m2 Nhà 1 Lầu ( 2pn, 2wc). Ngay CV Hoàng Văn Thụ","3,5 tỷ",28 m²,125 tr/m²,2 Phòng ngủ,2 WC,"Tân Bình, Hồ Chí Minh"
"Bán nhà chính chủ hẻm 96 Đào Tông Nguyên, Phú Xuân, Nhà Bè","1,37 tỷ","21,6 m²","63,43 tr/m²",2 Phòng ngủ,2 WC,"Nhà Bè, Hồ Chí Minh"
SIÊU PHẨM TT QUẬN 10 KHU V.I.P CMT8 XE TẢI QUAY ĐẦU - CHỈ HƠN 150 TRIỆU/M2,"23,3 tỷ",120 m²,"194,17 tr/m²",7 Phòng ngủ,,"Quận 10, Hồ Chí Minh"
"Bán Toà VP tại Khu Đấu Giá Yên Xá, nhà Xây mới từ đầu, 10 tầng 1 Tum,Thang Máy 850kg, xây thông san","39,9 tỷ",132 m²,"302,27 tr/m²",10 Phòng ngủ,10 WC,"Thanh Trì, Hà Nội"
"Lô góc: Căn hộ dịch vụ Đống Đa, 52m2, 5 tầng, mặt tiền 5,5m. 11 phòng khép kín full nội thất","11,6 tỷ",52 m²,"223,08 tr/m²",11 Phòng ngủ,11 WC,"Thanh Xuân, Hà Nội"
Nhà riêng Trịnh Đình Cửu -31m2 - Ô tô đỗ cửa - 1 nhà ra phố. Rất HIẾM - Khu vực đang tăng giá nhanh,"8,9 tỷ",31 m²,"287,1 tr/m²",4 Phòng ngủ,5 WC,"Hoàng Mai, Hà Nội"
"Bán căn hộ dịch vụ hẻm xe hơi 8m Cộng Hoà, P4, Tân Bình. 12PN, mới đủ giấy phép","14,5 tỷ",63 m²,"230,16 tr/m²",12 Phòng ngủ,12 WC,"Tân Bình, Hồ Chí Minh"
"Tôi chính chủ bán nhà lê hồng phong, ngõ rộng-34m 4 tầng 6.3 tỷ","6,3 tỷ",34 m²,"185,29 tr/m²",4 Phòng ngủ,,"Hà Đông, Hà Nội"
Bán nhà riêng chính chủ 55m2 - 7.7 tỷ ô tô đỗ cửa - 663 Trương Định.,"7,7 tỷ",55 m²,140 tr/m²,3 Phòng ngủ,2 WC,"Hai Bà Trưng, Hà Nội"
"CHÍNH CHỦ CẦN BÁN NHÀ 26/41 PHỐ THỊNH QUANG ĐỐNG ĐA: DT 50,4M2- LÔ GÓC MT 4.85M-9.8M- GIÁ 11.5 TỶ.","11,5 tỷ",50 m²,230 tr/m²,4 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
"Giảm giá 300 triệu, bán gấp nhà 1 trệt 1 lửng đúc kiên cố mới xây nằm cuối đường Huỳnh Văn Nghệ","1,75 tỷ",100 m²,"17,5 tr/m²",3 Phòng ngủ,2 WC,"Biên Hòa, Đồng Nai"
Nhà 1 lầu 2 phòng ngủ Lê Văn Khương ngay Nhà Máy Bia Tiger chỉ 1.08 tỷ,"1,08 tỷ",20 m²,54 tr/m²,2 Phòng ngủ,,"Quận 12, Hồ Chí Minh"
"Nhà ngõ 43 phố Tư Đình bán, nhà ngay cạnh khu biệt thự Minh Tâm, đường cổ Linh.","14,5 tỷ",68 m²,"213,24 tr/m²",6 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Bán nhà ôtô, Huỳnh Văn Bánh Lê Văn Sỹ, DT: (4,1m x 16m), 3 lầu, Giá 11,6 tỷ","11,6 tỷ",63 m²,"184,13 tr/m²",5 Phòng ngủ,4 WC,"Phú Nhuận, Hồ Chí Minh"
BÁN CĂN NHÀ 2 TẦNG TẠI ẤP 2-THẠNH PHÚ- VĨNH CỬU - ĐỒNG NAI(PHƯỜNG TÂN TRIỀU) CHỈ TỪ 800 TR SỞ HỮU.,"2,19 tỷ",90 m²,"24,33 tr/m²",3 Phòng ngủ,2 WC,"Vĩnh Cửu, Đồng Nai"
"Bán nhà vườn + quán cafe đang KD (chính chủ) tại Long Điền, Xã An Ngãi, H. Long Điền, BTVT","9,5 tỷ",652 m²,"14,57 tr/m²",3 Phòng ngủ,4 WC,"Long Đất, Bà Rịa Vũng Tàu"
"CỰC HIẾM KHU ĐẠI HỌC LUẬT HCM, 5,6X16, 90M2, 3PN, ĐƯỜNG 8M. GIÁ CHỈ 9TỶ ( TL), SHR HOÀN CÔNG CHUẨN.",9 tỷ,90 m²,100 tr/m²,3 Phòng ngủ,2 WC,"Thủ Đức, Hồ Chí Minh"
"Bán nhà tại An Phú, Thủ Đức, HCM, 18 tỷ, 100m2, 5PN, 4WC, cách mặt tiền đường Lương Định Của 100m",18 tỷ,100 m²,180 tr/m²,5 Phòng ngủ,4 WC,"Thủ Đức, Hồ Chí Minh"
Cần bán nhà Thạch Bàn Long Biên Hà Nội,"8,95 tỷ",45 m²,"198,89 tr/m²",3 Phòng ngủ,3 WC,"Long Biên, Hà Nội"
"Bán nhà khu dân cư đường Phước Thiện gần Vinhome 1 trệt 2 lầu nhà mới keng giá 4,7 tỷ TL 0915 698 ***","4,7 tỷ","61,9 m²","75,93 tr/m²",4 Phòng ngủ,3 WC,"Quận 9, Hồ Chí Minh"
"Siêu vip phân lô Hoàng Văn Thái, 65m2x5T thang máy ngõ ôtô tránh (Cam kết nhà thật giá chuẩn)","13,5 tỷ",65 m²,"207,69 tr/m²",5 Phòng ngủ,5 WC,"Thanh Xuân, Hà Nội"
Bán nhà Ngô Đình Mẫn hàng xóm ParkCity - ngõ thông - ở ngay 40m2,"5,8 tỷ",40 m²,145 tr/m²,3 Phòng ngủ,4 WC,"Hà Đông, Hà Nội"
SIÊU HIẾM - BÁN NHÀ ĐẠI LA - DIỆN TÍCH 60M - 3 TẦNG - KINH TẾ QUỐC DÂN - GIÁ 10 TỶ,10 tỷ,60 m²,"166,67 tr/m²",,,"Hai Bà Trưng, Hà Nội"
"Bán Nhà 6T 88m2 p Lô Ô Tô Thang máy nhinh 25 tỷ TL, ở và cho thuê Vp,m phố Mai Dịch Cầu Giấy Hà Nội",25 tỷ,88 m²,"284,09 tr/m²",6 Phòng ngủ,10 WC,"Cầu Giấy, Hà Nội"
"Bán Nhà riêng tại Vương Thừa Vũ, 36m2, 4 tầng, mặt tiền 5.2m. OTO VÀO, KHINH DOANH TỐT",13 tỷ,36 m²,"361,11 tr/m²",,,"Thanh Xuân, Hà Nội"
"Cực phẩm phân lô, 2 thoáng, 2 vỉa hè, view công viên, ô tô dừng đỗ Nguyễn Cảnh Dị","19,85 tỷ","60,5 m²","328,1 tr/m²",4 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
Cc cần bán nhà tổ 15 yên nghĩa dt 35m 3 tầng 3 ngủ 3 vs nhà 2 mặt ngõ . Giá 3ty699 lh 0362 088 ***,"3,7 tỷ",35 m²,"105,69 tr/m²",,,"Hà Đông, Hà Nội"
Chính chủ bán nhà hẻm 315 đường Tô Ngọc Vân Q12,"15,7 tỷ","348,1 m²","45,1 tr/m²",6 Phòng ngủ,2 WC,"Quận 12, Hồ Chí Minh"
Nhà Mặt Tiền 3 Lầu vừa ở Vừa cho thuê có sẵn thu nhập Cao.Đường Ôtô thông ra Phạm Văn Đồng.Giá Tốt,"7,6 tỷ",82 m²,"92,68 tr/m²",6 Phòng ngủ,4 WC,"Thủ Đức, Hồ Chí Minh"
"Bán Nhà cạnh đô thị Đô Nghĩa, Hà Đông Hà Nội, 35 m2, đường 2 oto tránh nhau, nhỉnh 5 tỷ","5,65 tỷ","33,3 m²","169,67 tr/m²",3 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"Giá rẻ HOT Nguyễn Văn Tuyết, Đống Đa, đường Ôtô tránh, nhà cũ, 95m, mt gần 5m, 24.45 tỷ","24,45 tỷ",95 m²,"257,37 tr/m²",,,"Đống Đa, Hà Nội"
KHU VIP CHỢ TÂN BÌNH-LÊ MINH XUÂN-4.5X17-5TẦNG-ĐƯỜNG XE HƠI-GẦN LÝ THƯỜNG KIỆT-17.XXXT,"17,99 tỷ","76,5 m²","235,16 tr/m²",,,"Tân Bình, Hồ Chí Minh"
Tôi bán nhà phân lô 5 tầng oto qua phố Cửu Việt Trâu Quỳ Gia Lâm giá 14 tỷ,14 tỷ,80 m²,175 tr/m²,6 Phòng ngủ,6 WC,"Gia Lâm, Hà Nội"
Bán căn hộ ccmn 7 tầng thang máy.dt 45m,"17,89 tỷ",45 m²,"397,56 tr/m²",7 Phòng ngủ,7 WC,"Hai Bà Trưng, Hà Nội"
"Hàng VIP Chùa Láng - ngõ to như phố -6T,thang máy - nhà mới - Nhỉnh 15 tỷ","15,75 tỷ",42 m²,375 tr/m²,3 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
HIẾM BÁN ĐẤT TẶNG NHÀ 3 TẦNG DÂN XÂY THƯỢNG THANH- OTO VÀO NHÀ NGÕ THÔNG- GẦN PHỐ- SĐCC NỞ HẬU ĐẸP,"9,9 tỷ",82 m²,"120,73 tr/m²",4 Phòng ngủ,4 WC,"Long Biên, Hà Nội"
"Hàng tuyển chọn - CCMN P. Hoa Bằng - ô tô đỗ cửa - 6 tầng, thang máy, 15p kk - nhỉnh 16 tỷ","16,8 tỷ",65 m²,"258,46 tr/m²",15 Phòng ngủ,15 WC,"Cầu Giấy, Hà Nội"
"Bán nhà đẹp 6 tầng thang máy phố Ngọc Thuỵ. 40m. Gara oto 7 chỗ. 8,2 tỉ. 0943 827 ***","8,2 tỷ",40 m²,205 tr/m²,,,"Long Biên, Hà Nội"
"Bán gấp nhà Bà Triệu 47m x 5 tầng Thang máy, mặt tiền 7m, Lô Góc, Đường Oto Kinh Doanh sầm uất",10 tỷ,47 m²,"212,77 tr/m²",,,"Hà Đông, Hà Nội"
"Bán CC mini 12 phòng khép kín thang máy full nội thất tại Phú Kiều, 12,5 tỷ, 56m2 siêu lợi nhuận","12,5 tỷ",56 m²,"223,21 tr/m²",12 Phòng ngủ,12 WC,"Bắc Từ Liêm, Hà Nội"
"BÁN NHÀ MINH KHAI, 44M, 5T, NGÕ THÔNG, RỘNG, KINH DOANH, MỚI THOÁNG, CHỈ 10,9 TỶ.","10,9 tỷ",44 m²,"247,73 tr/m²",6 Phòng ngủ,4 WC,"Hai Bà Trưng, Hà Nội"
"NHÀ ĐẸP BA ĐÌNH - 5 TẦNG MỚI - KINH DOANH - Ô TÔ TRÁNH - 2 MẶT THOÁNG - FULL NỘI THẤT, 42M2, 12 TỶ",12 tỷ,42 m²,"285,71 tr/m²",3 Phòng ngủ,3 WC,"Ba Đình, Hà Nội"
"Phát mại ngân hàng VIB bán đấu giá nhà hẻm 302 đường Trần Thị Năm, P. Tân Chánh Hiệp, Quận 12, HCM","6,34 tỷ","135,3 m²","46,84 tr/m²",2 Phòng ngủ,1 WC,"Quận 12, Hồ Chí Minh"
"Bán tòa chung cư mini 7 tầng 12 căn hộ dịch vụ, Ngã Tư Vọng, đường Giải Phóng gần trường ĐH Kinh Tế","16,7 tỷ",63 m²,"265,08 tr/m²",12 Phòng ngủ,12 WC,"Thanh Xuân, Hà Nội"
"Bán nhà riêng tại Đường 49, Hiệp Bình Chánh, Thủ Đức, HCM, 7,2 tỷ, 60,6m2, giá ưu đãi","7,2 tỷ","60,6 m²","118,81 tr/m²",4 Phòng ngủ,5 WC,"Thủ Đức, Hồ Chí Minh"
Bán nhà 7 tầng thang máy phố Láng Hạ Đống Đa cực đẹp 47m2 không lỗi gì thông tin thật 100%,"16,9 tỷ",47 m²,"359,57 tr/m²",6 Phòng ngủ,7 WC,"Đống Đa, Hà Nội"
BỒ ĐỀ LÔ GÓC. VỊ TRÍ ĐẲNG CẤP. XÂY DỰNG TỶ MỈ .THIẾT KẾ TINH TẾ. NỘI THẤT SANG TRỌNG .CHỈ 14 TỶ XÍU,14 tỷ,45 m²,"311,11 tr/m²",4 Phòng ngủ,5 WC,"Long Biên, Hà Nội"
Siêu phẩm mặt tiền nội bộ sát Gò Dầu - Tân Phú - DT: 5.5 x 15 m. Giá 7.1 tỷ TL,"7,1 tỷ","82,5 m²","86,06 tr/m²",2 Phòng ngủ,1 WC,"Tân Phú, Hồ Chí Minh"
CHÍNH CHỦ BÁN NHÀ PHỐ LÊ TRỌNG TẤN HÀ ĐÔNG 5 TẦNG-THANG MÁY GIÁ CHỈ 8.5 TỶ,"8,5 tỷ",50 m²,170 tr/m²,,,"Hà Đông, Hà Nội"
CHỦ GỬI ĐỘC QUYỀN NHÀ SÁT MẶT TIỀN HOÀNG HOA THÁM NHÀ GA T3 DT 4MX25M 3 LẦU GIÁ 13.5T CÒN TL,"13,5 tỷ",100 m²,135 tr/m²,4 Phòng ngủ,5 WC,"Tân Bình, Hồ Chí Minh"
"Bán tòa nhà 2MT HXH Đinh Công Tráng thông Ng.H.Cầu, Q1 (19.6mx5.3m, CN: 88m2, 5T). Giá bán: 26.5 tỷ","26,5 tỷ",88 m²,"301,14 tr/m²",,,"Quận 1, Hồ Chí Minh"
Chính chủ cần bán nhà ngõ 49 Huỳnh Thúc Kháng thông Nguyên Hồng và Nguyễn Chí Thanh 70m2,28 tỷ,70 m²,400 tr/m²,5 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
.Bán nhà mặt Ngõ Xuân đỉnh - lô góc- o to chạy qua- 8.5 tỷ,"8,5 tỷ",38 m²,"223,68 tr/m²",,,"Bắc Từ Liêm, Hà Nội"
Bán nhà Lạc Long Quân - Cầu Giấy - không quy hoạch - ô tô vào nhà - 17.8 tỷ,"17,8 tỷ",96 m²,"185,42 tr/m²",2 Phòng ngủ,,"Cầu Giấy, Hà Nội"
"Chính chủ bán nhà 35m2 xây 5 tầng tại ngõ 26 Nam Yên Lũng, An Khánh, Hoài Đức, Hà Nội","5,95 tỷ",35 m²,170 tr/m²,3 Phòng ngủ,4 WC,"Hoài Đức, Hà Nội"
"Chính chủ bán 2 căn nhà dòng tiền tại số 47 & 47A, ngõ 26 Cầu Diễn P. Phú Diễn, LH 0916 181 ***",15 tỷ,55 m²,"272,73 tr/m²",,,"Bắc Từ Liêm, Hà Nội"
"Bán nhà siêu vip Yên Hoà Cầu Giấy lô góc 2 thoáng gara ôtô 5m ra phố, mặt tiền khủng 6T*MT5m*9.7tỷ","9,7 tỷ",45 m²,"215,56 tr/m²",4 Phòng ngủ,5 WC,"Cầu Giấy, Hà Nội"
"Bán nhà phố Nguyên Hồng - Đống Đa, 69m2x4,5 tầng mt 5,5m, phân lô 2 ô tô tránh giá 27,5 tỷ, hiếm","27,5 tỷ",69 m²,"398,55 tr/m²",,,"Đống Đa, Hà Nội"
"Bán nhà riêng tại Đ.D Đồng Đen, 5,8 tỷ, 37,5m2, 3PN, 3WC, giá cực chất Hot!","5,8 tỷ","37,5 m²","154,67 tr/m²",3 Phòng ngủ,3 WC,"Tân Bình, Hồ Chí Minh"
"Bán gấp nhà cấp 4 giá rẻ, gần trạm thu phí Bửu Long, giáp TP Biên Hòa","1,45 tỷ",100 m²,"14,5 tr/m²",2 Phòng ngủ,1 WC,"Vĩnh Cửu, Đồng Nai"
"Bán nhà góc 2 mặt tiền mới 100% nguyên giá 4,5 tỷ cần bán 4 tỷ thuộc phường hiệp an TDM Bình Dương",4 tỷ,120 m²,"33,33 tr/m²",2 Phòng ngủ,2 WC,"Thủ Dầu Một, Bình Dương"
"Chính chủ bán homestay cách cầu Tứ Liên 1km, hồ Gươm 5km, trong VĐ2, ở Vin Cổ Loa & sát Vin Tàm Xá","5,4 tỷ",116 m²,"46,55 tr/m²",1 Phòng ngủ,1 WC,"Đông Anh, Hà Nội"
"Chủ gửi bán KDC vip Kiều đàm 6,2x13 hầm 6 tầng full NT hiện đại 16tỷ9","16,9 tỷ",93 m²,"181,72 tr/m²",5 Phòng ngủ,,"Quận 7, Hồ Chí Minh"
"Chính chủ cần tiền bán gấp CHDV hẻm xe tải Điện Biên Phủ, P25, Q.Bình Thạnh sẵn hợp đồng thuê 360tr","8,7 tỷ",30 m²,290 tr/m²,4 Phòng ngủ,4 WC,"Bình Thạnh, Hồ Chí Minh"
"BÁN NHÀ MẶT NGÕ CẦU GIẤY 17 TỶ - 80M - LÔ GÓC- O TO VÀO NHÀ - SỐ NHÀ, TẦNG, NGÕ PHONG THỦY ĐẸP",17 tỷ,80 m²,"212,5 tr/m²",,,"Cầu Giấy, Hà Nội"
"Bán nhà Minh Khai, bán đất tặng nhà 5 tầng, ngõ nông rộng, 3 bước ra ôtô tránh, bất chấp dân đầu tư","7,2 tỷ",60 m²,120 tr/m²,,,"Hoàng Mai, Hà Nội"
Bán đất tặng nhà xã Quảng Bị 150m2 ô tô tránh giá 2.7 tỷ,"2,7 tỷ",150 m²,18 tr/m²,3 Phòng ngủ,,"Chương Mỹ, Hà Nội"
"Chính chủ cần bán nhà mới đẹp Thuận An, Bình Dương giá bán: 2 tỷ 200 triệu sổ hồng riêng","2,2 tỷ",64 m²,"34,38 tr/m²",4 Phòng ngủ,3 WC,"Thuận An, Bình Dương"
"Cơ Hội Hiếm Giảm mạnh 1,1 tỷ Chỉ Còn Quanh 15 Tỷ Siêu Phẩm 5 Tầng Mới Phân Lô Giếng Sen, Hà Đông","15,4 tỷ",50 m²,308 tr/m²,4 Phòng ngủ,4 WC,"Hà Đông, Hà Nội"
"Bán nhà Phú Thượng, Đường An Dương Vương, Tây Hồ, ô tô vào nhà, 10,7 tỷ, 50m2","10,7 tỷ",50 m²,214 tr/m²,4 Phòng ngủ,4 WC,"Tây Hồ, Hà Nội"
Toà CCMN xây mới hoa bằng TT Câu Giầy 6 tầng. Thang máy - cách phố 30m - ô tô đỗ cửa 15 phòng full,"16,8 tỷ",60 m²,280 tr/m²,15 Phòng ngủ,15 WC,"Cầu Giấy, Hà Nội"
"Bán Nhà Định Công - Hoàng Mai, D.Tích 30m2, 5 Tầng, Nhà Đẹp Ở Ngay, Giá Bán 5.35 tỷ","5,35 tỷ",30 m²,"178,33 tr/m²",4 Phòng ngủ,4 WC,"Hoàng Mai, Hà Nội"
"Bán riêng ngõ 82 Trần Cung, Phường Nghĩa Tân , Cầu Giấy , Ngõ Rộng , Ô tô vào nhà",16 tỷ,65 m²,"246,15 tr/m²",5 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
Bán nhà hẻm xe hơi Phan Xích Long. Diện tích 9x6. 4 lầu. Giá 11 tỷ,11 tỷ,47 m²,"234,04 tr/m²",2 Phòng ngủ,3 WC,"Phú Nhuận, Hồ Chí Minh"
"Căn góc 2 mặt tiền Nguyễn Tiểu La, Quận 10 giá HOT nhất khu vực","4,95 tỷ",38 m²,"130,26 tr/m²",1 Phòng ngủ,2 WC,"Quận 10, Hồ Chí Minh"
"Tổng hợp tin bán nhà đất khu phố Tây - Tô Ngọc Vân, quận Tây Hồ",24 tỷ,60 m²,400 tr/m²,4 Phòng ngủ,3 WC,"Tây Hồ, Hà Nội"
"Bán gấp nhà riêng phố Nguyễn Khang 41 m2 giá 7,x tỷ","7,9 tỷ",41 m²,"192,68 tr/m²",3 Phòng ngủ,4 WC,"Cầu Giấy, Hà Nội"
"Bán nhà hẻm - Nguyễn Tiểu La, P8, Q10","4,95 tỷ",38 m²,"130,26 tr/m²",1 Phòng ngủ,2 WC,"Quận 10, Hồ Chí Minh"
"Hot! Bán nhà đẹp - 6 tầng - 2 thoáng - gần oto - nhỉnh 5 tỷ - ngõ 46 Tân Triều, Thanh Trì","5,8 tỷ",30 m²,"193,33 tr/m²",5 Phòng ngủ,6 WC,"Thanh Trì, Hà Nội"
Bán nhà phường Phú Hòa TP Thủ Dầu Một Bình Dương. Đường nhựa 5m thông,"3,85 tỷ",115 m²,"33,48 tr/m²",3 Phòng ngủ,2 WC,"Thủ Dầu Một, Bình Dương"
Bán nhà cách 5m ra MT Hoàng Sa TB. 11.3x15 CN đủ 161m2 không lộ giới 16 tỷ (cam kết thông tin thật),16 tỷ,162 m²,"98,76 tr/m²",8 Phòng ngủ,9 WC,"Tân Bình, Hồ Chí Minh"
"Chủ BÁN GẤP ĐI NƯỚC NGOÀI GIẢM SÂU 1ty. 74m NGANG 3,8m - DÀI 20m . Giá chỉ 5,7ty","5,7 tỷ",74 m²,"77,03 tr/m²",,,"Tân Bình, Hồ Chí Minh"
Chủ gửi nhà 3 tấm 61m2 mới 100% - SHR - đối diện Vạn Phúc giá tốt bao sang tên,"7,19 tỷ",61 m²,"117,87 tr/m²",4 Phòng ngủ,5 WC,"Thủ Đức, Hồ Chí Minh"
"Chủ cần tiền hạ giá sốc 1 tỷ bán nhà 4 tầng đối diện công viên đường rộng, kinh doanh sầm uất",16 tỷ,"95,6 m²","167,36 tr/m²",,,"Hải Châu, Đà Nẵng"
"Nhà 1000m² full thổ, tiện phân lô, xây biệt thự",42 tỷ,1.000 m²,42 tr/m²,2 Phòng ngủ,1 WC,"Quận 12, Hồ Chí Minh"
"Nhà mặt tiền đường nhựa 10m Tỉnh Lộ 10 đúc 5 tấm, có thang máy 4x20m full nội thất giáp KDC Tên Lửa","8,2 tỷ",80 m²,"102,5 tr/m²",5 Phòng ngủ,6 WC,"Bình Tân, Hồ Chí Minh"
"Bán nhanh nhà Nguyễn Xí, P. 11 - Bình Thạnh. Thực tế sử dụng 66.8m2. Đang sẵn dãy trọ gồm 4 phòng",5 tỷ,64 m²,"78,12 tr/m²",4 Phòng ngủ,,"Bình Thạnh, Hồ Chí Minh"
"Siêu hiếm Bán nhà rộng đẹp ngõ phố Khâm Thiên 50m2, 3 tầng, 9m MT, giá chỉ 6,45 tỷ","6,45 tỷ",50 m²,129 tr/m²,3 Phòng ngủ,4 WC,"Đống Đa, Hà Nội"
TRUNG KÍNH 76M Ô TÔ TRÁNH VỈ HÈ. CÁCH MẶT PHỐ 5M. THỰC TẾ 80M. HAI MẶT NGÕ KINH DOANH. GIÁ 30 TỶ NH,"32,5 tỷ",76 m²,"427,63 tr/m²",4 Phòng ngủ,3 WC,"Cầu Giấy, Hà Nội"
Tòa CCMN Phương Mai lô góc 2 mặt thoáng dòng tiền 130 triệu/tháng giá 20 tỷ hơn!,22 tỷ,70 m²,"314,29 tr/m²",15 Phòng ngủ,16 WC,"Đống Đa, Hà Nội"
"13,X ĐỒNG CÓ NGAY NHÀ NGANG 10M - HXH THÔNG - GẦN NGÃ TƯ BẢY HIỀN","13,5 tỷ",83 m²,"162,65 tr/m²",5 Phòng ngủ,5 WC,"Tân Bình, Hồ Chí Minh"
"Nhà riêng 3PN, 3WC 47m2 tại Yên Nghĩa, Hà Đông, Hà Nội giá siêu hời 3,9 tỷ. Ô tô đỗ cửa","3,9 tỷ",47 m²,"82,98 tr/m²",3 Phòng ngủ,3 WC,"Hà Đông, Hà Nội"
"Bán nhà ngay KĐT Mỗ Lao 68m2 7 tầng thang máy MT 5m 7 chỗ vào nhà ngõ thông, kinh doanh, 12 phòng",17 tỷ,68 m²,250 tr/m²,12 Phòng ngủ,13 WC,"Hà Đông, Hà Nội"
"Chính chủ bán nhà mới Kim Mã - Giang Văn Minh- Ba Đình, ngõ rộng, thang máy - 4 tầng , Giá 11,85 Tỷ","11,85 tỷ",56 m²,"211,61 tr/m²",4 Phòng ngủ,4 WC,"Ba Đình, Hà Nội"
"(Tin thật 100%) bán CHDV 82m2 x 19CH tại đường Hồ Ba Mẫu - gần hồ và ô tô đỗ - dòng tiền 1,5 tỷ/năm","22,5 tỷ",82 m²,"274,39 tr/m²",19 Phòng ngủ,20 WC,"Đống Đa, Hà Nội"
"Bán nhà hẻm xe hơi Phạm Hồng Thái P. 7 Tp. VT 85m2(5x17m) full tc giá 5,8 tỷ TL","5,8 tỷ",85 m²,"68,24 tr/m²",2 Phòng ngủ,1 WC,"Vũng Tàu, Bà Rịa Vũng Tàu"
Vĩnh Hải căn 2 ngủ (gần biển) cạnh chợ | nhà mới full nội thất,"2,3 tỷ",56 m²,"41,07 tr/m²",2 Phòng ngủ,1 WC,"Nha Trang, Khánh Hòa"
"Chính chủ bán nhà riêng 4 tầng (48,85m), ngõ thông, ô tô vào nhà, 150m ra BV Thanh Nhàn, 9,77 tỷ","9,77 tỷ","48,85 m²",200 tr/m²,4 Phòng ngủ,3 WC,"Hai Bà Trưng, Hà Nội"
"Nhà Gò Vấp -2 Tầng - 2 phòng ngủ, 2wc - 30m2","3,2 tỷ",30 m²,"106,67 tr/m²",2 Phòng ngủ,2 WC,"Gò Vấp, Hồ Chí Minh"
"Bán nhà mặt ngõ 629 Kim Mã diện tích 63m2 x 7 tầng mặt tiền 5m, nhà 2 mặt thoáng trước sau 20,9 tỷ","20,9 tỷ",63 m²,"331,75 tr/m²",,,"Ba Đình, Hà Nội"
"Bán nhà Tân Chánh Hiệp 34, 61m2 SHR 3.382 tỷ TL","3,38 tỷ",61 m²,"55,44 tr/m²",1 Phòng ngủ,1 WC,"Quận 12, Hồ Chí Minh"
"BÁN NHÀ ĐƯỜNG LÊ ĐÌNH CẨN. Tân Tạo, Bình Tân","3,8 tỷ",32 m²,"118,75 tr/m²",3 Phòng ngủ,2 WC,"Bình Tân, Hồ Chí Minh"
"Bán Nhà Riêng tại Xã Bích Hòa, Thanh Oai, Hà Nội, 3,2 tỷ, 33,5 m2, Chính chủ, view đẹp, đg ô tô","3,2 tỷ","33,5 m²","95,52 tr/m²",3 Phòng ngủ,2 WC,"Thanh Oai, Hà Nội"
"Bán căn góc 60m2 phố Nghĩa Đô, Hoàng Quốc Việt, ô tô đỗ cửa, view thoáng vĩnh viễn - giá 19 tỷ",19 tỷ,60 m²,"316,67 tr/m²",8 Phòng ngủ,6 WC,"Cầu Giấy, Hà Nội"
BÁN NHÀ ĐẸP THẢO ĐIỀN VIEW LANDMARK 81 CÓ DÒNG TIỀN ỔN ĐỊNH - vào ở hoặc khai thác cho thuê ngay,"37,18 tỷ",201 m²,185 tr/m²,,,"Quận 2, Hồ Chí Minh"
Bán nhà Hòa Binh-phừơng5 -quận 11.66m2 5tâng-Kế bên Đầm SEN chỉ 10 TỶ,10 tỷ,66 m²,"151,51 tr/m²",5 Phòng ngủ,4 WC,"Quận 11, Hồ Chí Minh"
"Cần Bán gấp nhà riêng 4PN, 5WC, 64m2 tại Phan Huy Ích, Gò Vấp, HCM, giá 7,55 tỷ","7,55 tỷ",64 m²,"117,97 tr/m²",4 Phòng ngủ,5 WC,"Gò Vấp, Hồ Chí Minh"
